Image_Path,Class_Name,Class_Index
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_129.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_145.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_008.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_030.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_059.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_069.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_201.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_022.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_228.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_070.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_121.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_167.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_047.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_070.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_066.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_209.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_012.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_073.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_178.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_154.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_065.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_127.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_192.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_107.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_243.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_177.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_008.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_086.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_224.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_250.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_180.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_093.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_041.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_144.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_077.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_136.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_054.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_064.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_034.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_187.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_215.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_204.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_191.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_029.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_047.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_237.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_023.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_243.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_144.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_221.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_115.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_112.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_101.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_200.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_019.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_129.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_028.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_015.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_186.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_093.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_168.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_020.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_166.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_088.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_073.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_022.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_222.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_017.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_159.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_195.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_205.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_241.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_153.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_148.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_094.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_119.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_204.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_074.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_036.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_196.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_035.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_058.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_242.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_023.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_038.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_173.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_158.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_086.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_108.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_010.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_227.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_180.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_194.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_095.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_171.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_192.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_231.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_239.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_019.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_058.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_097.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_210.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_089.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_020.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_220.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_057.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_054.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_045.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_006.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_226.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_066.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_105.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_140.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_211.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_069.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_218.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_213.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_195.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_145.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_165.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_159.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_063.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_018.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_170.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_173.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_136.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_078.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_196.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_117.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_142.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_096.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_106.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_104.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_193.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_132.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_212.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_209.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_007.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_190.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_110.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_205.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_134.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_196.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_030.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_085.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Wild animals Crossing\Wild_animals_Crossing_201.png,Wild animals Crossing,4
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_241.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_077.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_080.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_182.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_089.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_126.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_225.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Speed Limit (60)\Speed_Limit_60_097.png,Speed Limit (60),2
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_184.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Slippery Road\Slippery_Road_214.png,Slippery Road,1
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_139.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_010.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_184.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_062.png,Pedestrians,0
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Stop\Stop_093.png,Stop,3
C:\Users\Paula\.spyder-py3\MariaBaron-CS898BA-Project1\Report_CS898BA_Project1\Selected_Images_2\Pedestrians\Pedestrians_009.png,Pedestrians,0
